date,business_id,description
20190916,a2j0f000000ICckAAG,Snack Bar / Refreshment Stand: Fail to ensure floors kept clean - Not In Compliance
20190916,a2j0f000001VXqPAAW,Snack Bar / Refreshment Stand: Fail to ensure completion of food handling training by food handler or supervisor. - Not In Compliance
20190919,a2j0f0000015LlUAAU,Supermarket: Fail to ensure floors kept clean - Not In Compliance
20190919,a2j0f0000015LlUAAU,Supermarket: Fail to ensure room kept free from materials/equipment not regularly used - Not In Compliance
20190919,a2j0f0000015LlUAAU,Supermarket: Fail to ensure facility surface cleaned as necessary. - Not In Compliance
20190919,a2j0f0000015LlUAAU,Supermarket: Fail to provide adequate protection against the breeding of insects and pests. - Not In Compliance
20190917,a2j0f0000015LDXAA2,Restaurant: Fail to provide a sanitizing test reagent to verify the concentration of the other chemical solution being used - Corrected During Inspection
20190917,a2j0f0000015LDXAA2,Restaurant: Sanitize utensils in quaternary ammonium compound solution of less than 200 p.p.m.. - Corrected During Inspection
20190916,a2j0f0000015LlUAAU,Supermarket: Fail to provide handwashing station with adequate supplies - Corrected During Inspection
20190916,a2j0f0000015LlUAAU,Supermarket: Fail to ensure facility surface cleaned as necessary. - Not In Compliance
20190916,a2j0f0000015LlUAAU,Supermarket: Fail to provide adequate protection against the breeding of insects and pests. - Not In Compliance
20190916,a2j0f0000015LlUAAU,Supermarket: Fail to provide adequate protection against the entrance of insects and pests. - Not In Compliance
20190916,a2j0f0000015LlUAAU,Supermarket: Fail to ensure room kept free from materials/equipment not regularly used - Not In Compliance
20190916,a2j0f0000015LlUAAU,Supermarket: Fail to ensure floors kept clean - Not In Compliance
20190917,a2j0f0000015LlUAAU,Supermarket:  - Not In ComplianceS
20190917,a2j0f0000015LmnAAE,Child Care Onsite Prep: Fail to maintain equipment in good repair - Not In Compliance
20190917,a2j0f0000015LmnAAE,Child Care Onsite Prep: Fail to maintain ventilation system clean - Not In Compliance
20190917,a2j0f0000015NeHAAU,Restaurant: Fail to protect food from contamination or adulteration. - Corrected During Inspection
20190917,a2j0f0000015LiyAAE,Food Take Out: Food handler fails to wash hands - Corrected During Inspection
20190917,a2j0f0000019NOtAAM,Food Take Out: Fail to ensure facility surface cleaned as necessary. - Not In Compliance
20190917,a2j0f0000015Nx3AAE,Restaurant: Fail to provide a thermometer in hot-holding equipment - Not In Compliance
20190917,a2j0f0000015Nx3AAE,Restaurant: Food handler fails to wash hands - Corrected During Inspection
20190917,a2j0f0000015Nx3AAE,Restaurant: Use handwashing station other than for handwashing of employees. - Corrected During Inspection
20190917,a2j0f0000015Nx3AAE,"Restaurant: Fail to sanitize kitchenware, tableware, glasses, cutlery or other similar items using a chemical solution at the minimum concentration - Not In Compliance"
20190917,a2j0f0000015Nx3AAE,Restaurant: Fail to ensure floors kept clean - Not In Compliance
20190917,a2j0f0000015Nx3AAE,Restaurant: Fail to ensure presence of certified food handler or supervisor during all hours of operation - Not In Compliance
20190917,a2j0f0000015Nx3AAE,Restaurant: Improper defrosting - Corrected During Inspection
20190917,a2j0f0000015Nx3AAE,Restaurant:  - Not In Compliance
20190917,a2j0f0000008MvSAAU,Restaurant: Fail to maintain records of pest control measures taken. - Not In Compliance
20190917,a2j0f0000015NDuAAM,Supermarket: Fail to provide a thermometer in refrigeration equipment - Not In Compliance
20190917,a2j0f0000015NDuAAM,Supermarket: Fail to ensure equipment surface cleaned as necessary. - Not In Compliance
20190917,a2j0f000000TJikAAG,Restaurant: Fail to ensure completion of food handling training by food handler or supervisor. - Not In Compliance
20190917,a2j0f0000015Lg8AAE,Restaurant: Fail to ensure equipment surface cleaned as necessary. - Not In Compliance
20190917,a2j0f000000TJikAAG,Restaurant: Fail to maintain records of pest control measures taken. - Not In Compliance
20190917,a2j0f000000TJikAAG,Restaurant: Food handler fails to wash hands - Corrected During Inspection
20190917,a2j0f000001VaZoAAK,Restaurant: Fail to ensure presence of certified food handler or supervisor during all hours of operation - Not In Compliance
20190917,a2j0f0000015O55AAE,Restaurant: Fail to ensure walls in good repair - Not In Compliance
20190917,a2j0f0000003TX4AAM,Restaurant: Fail to ensure presence of certified food handler or supervisor during all hours of operation - Not In Compliance
20190917,a2j0f0000015Nk4AAE,Supermarket: Fail to protect food from contamination or adulteration. - Corrected During Inspection
20190917,a2j0f000000JWxUAAW,Butcher Shop: Sanitize utensils in chlorine solution of less than 100 p.p.m. of available chlorine. - Corrected During Inspection
20190917,a2j0f000000JWxUAAW,Butcher Shop: Fail to ensure equipment surface cleaned as necessary. - Corrected During Inspection
20190917,a2j0f000000jrnSAAQ,Food Take Out: Fail to ensure presence of certified food handler or supervisor during all hours of operation - Not In Compliance
20190918,a2j0f000000Jg1oAAC,Supermarket: Fail to provide racks/shelves/pallets to store food that are readily cleanable and protect against contamination - Not In Compliance
20190918,a2j0f0000015NoHAAU,Child Care Onsite Prep: Fail to maintain hot water sanitizer at 82°C or greater for at least 10 seconds - Corrected During Inspection
20190918,a2j0f000000jrefAAA,Restaurant: Fail to ensure equipment surface cleaned as necessary. - Not In Compliance
20190918,a2j0f0000015LwOAAU,Caterer / Commissary: Fail to maintain handwashing station - Corrected During Inspection
20190918,a2j0f0000015MDUAA2,Convenience / Variety: Fail to ensure equipment surface cleaned as necessary. - Not In Compliance
20190918,a2j0f0000015LdQAAU,Restaurant: Fail to ensure floors in good repair - Not In Compliance
20190918,a2j0f0000015LdQAAU,Restaurant: Fail to ensure ceilings in good repair - Not In Compliance
20190918,a2j0f0000015LadAAE,Restaurant: Fail to ensure facility surface cleaned as necessary. - Not In Compliance
20190918,a2j0f0000015NcxAAE,Restaurant:  - Not In Compliance
20190918,a2j0f0000015LadAAE,Restaurant: Fail to ensure floors kept clean - Not In Compliance
20190918,a2j0f0000015MvoAAE,Food Take Out: Fail to ensure ceilings in good repair - Not In Compliance
20190918,a2j0f0000019NQ6AAM,Butcher Shop: Fail to ensure completion of food handling training by food handler or supervisor. - Not In Compliance
20190918,a2j0f0000015MTtAAM,Restaurant: Fail to ensure equipment surface cleaned as necessary. - Not In Compliance
20190918,a2j0f0000015KyJAAU,Restaurant: Fail to ensure facility surface cleaned as necessary. - Not In Compliance
20190918,a2j0f000000IBouAAG,Restaurant: Fail to protect food from contamination or adulteration. - Corrected During Inspection
20190918,a2j0f0000015MLKAA2,Bakery - Production: Fail to ensure floors kept clean - Corrected During Inspection
20190919,a2j0f0000015LlUAAU,Supermarket: HPPA Closure Order served - Food premise maintained in manner permitting rodent/pest infestation - Not In Compliance
20190919,a2j0f000000ICcpAAG,Restaurant: Fail to provide hot and cold running water in dishwashing area - Not In Compliance
20190919,a2j0f0000015MWKAA2,Convenience / Variety: Fail to ensure food from an inspected source: other - Not In Compliance
20190919,a2j0f000000T8a7AAC,Food Take Out: Fail to provide adequate protection against the breeding of insects and pests. - Not In Compliance
20190919,a2j0f000000T8a7AAC,Food Take Out: HPPA Closure Order served - Food premise maintained in manner permitting rodent/pest infestation - Not In Compliance
20190919,a2j0f0000015MSWAA2,Food Take Out: Fail to ensure completion of food handling training by food handler or supervisor. - Not In Compliance
20190919,a2j0f0000015NDRAA2,Supermarket: Fail to ensure floors in good repair - Not In Compliance
20190919,a2j0f0000015NDRAA2,Supermarket: Fail to ensure floors kept clean - Not In Compliance
20190919,a2j0f0000015LwOAAU,Caterer / Commissary: Fail to store hazardous foods at an internal temperature 4°C (40°F) and lower or 60°C (140°F) and higher - Corrected During Inspection
20190919,a2j0f0000015LwOAAU,Caterer / Commissary: Adjust or repair malfunctioning cooler - Not In Compliance
20190919,a2j0f0000015LwOAAU,Caterer / Commissary: Fail to protect food from contamination or adulteration. - Corrected During Inspection
20190919,a2j0f0000015LwOAAU,Caterer / Commissary: Fail to maintain handwashing station - Not In Compliance
20190919,a2j0f000001BMhVAAW,Food Take Out: Fail to ensure presence of certified food handler or supervisor during all hours of operation - Not In Compliance
20190918,a2j0f0000015LwOAAU,Caterer / Commissary: Fail to maintain handwashing station - Not In Compliance
20190918,a2j0f0000015LwOAAU,Caterer / Commissary: Fail to protect food from contamination or adulteration. - Corrected During Inspection
20190919,a2j0f000000zNk2AAE,Food Take Out: Fail to ensure floors kept clean - Not In Compliance
20190919,a2j0f0000008NQXAA2,"Restaurant: Fail to sanitize kitchenware, tableware, glasses, cutlery or other similar items using a chemical solution at the minimum concentration - Not In Compliance"
20190919,a2j0f000000zNk2AAE,Food Take Out: Fail to provide racks/shelves/pallets to store food that are readily cleanable and protect against contamination - Not In Compliance
20190919,a2j0f0000015MwEAAU,Food Take Out: Fail to maintain records of food purchased. - Not In Compliance
20190919,a2j0f0000015NDVAA2,Restaurant: Handwashing stations not conveniently accessible by food handlers. - Corrected During Inspection
20190919,a2j0f0000015NDVAA2,Restaurant: Fail to ensure equipment surface cleaned as necessary. - Corrected During Inspection
20190919,a2j0f0000015NDVAA2,Restaurant: Fail to ensure equipment surface sanitized as necessary. - Corrected During Inspection
20190919,a2j0f0000015NDVAA2,Restaurant: Fail to provide adequate protection against the harbouring of insects and pests. - Not In Compliance
20190919,a2j0f0000015NDVAA2,Restaurant: Fail to ensure floors kept clean - Not In Compliance
20190919,a2j0f0000015LEuAAM,Restaurant: Fail to ensure presence of certified food handler or supervisor during all hours of operation - Not In Compliance
20190920,a2j0f0000015MgOAAU,Food Take Out: Fail to ensure presence of certified food handler or supervisor during all hours of operation - Not In Compliance
20190920,a2j0f0000015MgOAAU,Food Take Out: Fail to ensure floors kept clean - Not In Compliance
20190920,a2j0f0000015MlMAAU,Restaurant: Fail to provide hot and cold running water in dishwashing area - Not In Compliance
20190925,a2j0f0000015MlMAAU,Restaurant: Fail to provide hot and cold running water in dishwashing area - Not In Compliance
20190920,a2j0f0000015MgOAAU,Food Take Out: Fail to ensure equipment surface cleaned as necessary. - Not In Compliance
20190924,a2j0f0000015MgOAAU,Food Take Out: Fail to ensure presence of certified food handler or supervisor during all hours of operation - Not In Compliance
20190920,a2j0f0000015MYUAA2,Restaurant: Fail to provide dishwasher with wash/rinse water temperature thermometer - Corrected During Inspection
20190920,a2j0f0000015MJqAAM,Restaurant: Fail to provide adequate protection against the entrance of insects and pests. - Corrected During Inspection
20190920,a2j0f0000015KqYAAU,Food Take Out: Fail to ensure presence of certified food handler or supervisor during all hours of operation - Not In Compliance
20190920,a2j0f000000yxCfAAI,Baked Goods - Retail: Fail to protect food from contamination or adulteration. - Corrected During Inspection
20190920,a2j0f0000015KpOAAU,Child Care Onsite Prep: Fail to maintain hot water sanitizer at 82°C or greater for at least 10 seconds - Not In Compliance
20190920,a2j0f000000IBcKAAW,Restaurant: Fail to provide a sanitizing test reagent to verify the concentration of the other chemical solution being used - Corrected During Inspection
20190920,a2j0f000001VkHAAA0,Restaurant: Fail to ensure presence of certified food handler or supervisor during all hours of operation - Not In Compliance
20190920,a2j0f0000015LwOAAU,Caterer / Commissary: Fail to protect food from contamination or adulteration. - Corrected During Inspection
20190920,a2j0f0000015Mz4AAE,Restaurant: Improper defrosting - Corrected During Inspection
20190920,a2j0f0000015L6zAAE,Supermarket: Fail to provide handwashing station with adequate supplies - Corrected During Inspection
20190920,a2j0f0000015L6zAAE,Supermarket: Use handwashing station other than for handwashing of employees. - Corrected During Inspection
20190920,a2j0f0000015L6zAAE,Supermarket: Fail to cover food to prevent contamination - Corrected During Inspection
20190920,a2j0f0000015L6zAAE,Supermarket: Fail to protect food from contamination or adulteration. - Corrected During Inspection
20190920,a2j0f0000015L6zAAE,Supermarket: Fail to ensure food from an inspected source: other - Corrected During Inspection
20190920,a2j0f0000015L6zAAE,Supermarket: Fail to ensure equipment surface cleaned as necessary. - Corrected During Inspection
20190920,a2j0f0000015L6zAAE,Supermarket: Fail to ensure floors kept clean - Not In Compliance
20190920,a2j0f0000015L6zAAE,Supermarket: Fail to ensure ceilings kept clean - Not In Compliance
20190920,a2j0f0000015MfPAAU,Child Care Onsite Prep: Fail to maintain equipment in good repair - Not In Compliance
20190920,a2j0f0000015Ln7AAE,Restaurant: Fail to ensure presence of certified food handler or supervisor during all hours of operation - Not In Compliance
20190921,a2j0f0000015LS4AAM,Food Take Out: Fail to ensure ceilings kept clean - Not In Compliance
20190921,a2j0f0000015LS4AAM,Food Take Out: Fail to ensure floors kept clean - Not In Compliance
20190923,a2j0f0000015NYKAA2,Restaurant: Fail to ensure floors kept clean - Not In Compliance
20190923,a2j0f0000015NYKAA2,Restaurant: Fail to ensure walls kept clean - Not In Compliance
20190923,a2j0f0000015LwOAAU,Caterer / Commissary: Fail to store hazardous foods at an internal temperature 4°C (40°F) and lower or 60°C (140°F) and higher - Corrected During Inspection
20190923,a2j0f0000015LwOAAU,Caterer / Commissary: Fail to maintain handwashing station - Not In Compliance
20190923,a2j0f0000015LwOAAU,Caterer / Commissary: Adjust or repair malfunctioning cooler - Not In Compliance
20190923,a2j0f000001VoCxAAK,Restaurant: Fail to provide a thermometer in refrigeration equipment - Not In Compliance
20190923,a2j0f000001VoCxAAK,Restaurant: Fail to ensure completion of food handling training by food handler or supervisor. - Not In Compliance
20190923,a2j0f0000015MU8AAM,Caterer / Commissary: Fail to provide a thermometer in refrigeration equipment - Not In Compliance
20190923,a2j0f0000015MU8AAM,Caterer / Commissary: Fail to protect food from contamination or adulteration. - Corrected During Inspection
20190924,a2j0f000001VoCxAAK,Restaurant: Fail to ensure completion of food handling training by food handler or supervisor. - Not In Compliance
20190923,a2j0f0000015MU8AAM,Caterer / Commissary: Fail to remove garbage/liquid waste when necessary to maintain sanitary condition - Not In Compliance
20190923,a2j0f0000015MU8AAM,Caterer / Commissary: Fail to ensure room kept free from materials/equipment not regularly used - Not In Compliance
20190923,a2j0f0000015MXDAA2,Ice Cream / Yogurt Vendor: Fail to ensure equipment surface cleaned as necessary. - Not In Compliance
20190923,a2j0f0000015MXDAA2,Ice Cream / Yogurt Vendor: Fail to provide adequate protection against the entrance of insects and pests. - Corrected During Inspection
20190923,a2j0f0000015NJ2AAM,Food Take Out: Fail to protect food from contamination or adulteration. - Corrected During Inspection
20190923,a2j0f0000015O1yAAE,Food Take Out: Fail to maintain records of pest control measures taken. - Not In Compliance
20190923,a2j0f0000015O1yAAE,Food Take Out: Fail to ensure facility surface cleaned as necessary. - Not In Compliance
20190923,a2j0f0000015NYPAA2,Child Care Onsite Prep: Fail to ensure ceilings kept clean - Not In Compliance
20190923,a2j0f0000015L51AAE,Restaurant: Fail to protect food from contamination or adulteration. - Not In Compliance
20190923,a2j0f0000015L51AAE,Restaurant: Fail to provide adequate protection against the entrance of insects and pests. - Not In Compliance
20190923,a2j0f0000015O4lAAE,Cafeteria: Fail to provide a thermometer in hot-holding equipment - Not In Compliance
20190923,a2j0f0000015LGwAAM,Restaurant: Fail to ensure floors kept clean - Not In Compliance
20190923,a2j0f0000015O4lAAE,Cafeteria: Adjust or repair malfunctioning cooler - Not In Compliance
20190923,a2j0f0000015NG7AAM,"Restaurant: Fail to sanitize kitchenware, tableware, glasses, cutlery or other similar items using a chemical solution at the minimum concentration - Not In Compliance"
20190923,a2j0f0000015NikAAE,Food Take Out: Adjust or repair malfunctioning cooler - Not In Compliance
20190923,a2j0f0000015NoPAAU,Convenience / Variety: Fail to store hazardous foods at an internal temperature 4°C (40°F) and lower or 60°C (140°F) and higher - Corrected During Inspection
20190923,a2j0f000000Si4DAAS,Food Take Out: Improper storage of food - Corrected During Inspection
20190923,a2j0f000000Si4DAAS,Food Take Out: Fail to provide a sanitizing test reagent to verify the concentration of the other chemical solution being used - Corrected During Inspection
20190923,a2j0f0000015MXTAA2,Food Take Out: Fail to provide a thermometer in hot-holding equipment - Corrected During Inspection
20190923,a2j0f0000015P6XAAU,Restaurant: Fail to ensure equipment surface cleaned as necessary. - Not In Compliance
20190923,a2j0f0000015P6XAAU,Restaurant: Fail to ensure room kept free from materials/equipment not regularly used - Not In Compliance
20190923,a2j0f000000JVmuAAG,Restaurant: Fail to ensure presence of certified food handler or supervisor during all hours of operation - Not In Compliance
20190923,a2j0f0000015MObAAM,"Restaurant: Fail to sanitize kitchenware, tableware, glasses, cutlery or other similar items using a chemical solution at the minimum concentration - Not In Compliance"
20190923,a2j0f0000015NAKAA2,Restaurant: Fail to ensure equipment surfaces of cleanable material - Not In Compliance
20190923,a2j0f0000015NAKAA2,Restaurant: Fail to provide adequate protection against the entrance of insects and pests. - Not In Compliance
20190923,a2j0f0000015P6XAAU,Restaurant: Fail to maintain hazardous foods at an internal temperature 4°C (40°F) and lower or 60°C (140°F) and higher - Corrected During Inspection
20190923,a2j0f000000JVmuAAG,Restaurant: Improper storage of food - Corrected During Inspection
20190923,a2j0f0000015LKhAAM,Food Take Out: Fail to ensure presence of certified food handler or supervisor during all hours of operation - Not In Compliance
20190923,a2j0f000000yqLzAAI,Restaurant: Adjust or repair malfunctioning cooler - Not In Compliance
20190924,a2j0f0000015O29AAE,Restaurant: Fail to ensure equipment surface cleaned as necessary. - Corrected During Inspection
20190924,a2j0f0000015O29AAE,Restaurant: Fail to ensure walls kept clean - Not In Compliance
20190924,a2j0f000001VryVAAS,School Nourishment Program: Fail to provide a thermometer in refrigeration equipment - Not In Compliance
20190924,a2j0f0000015LeEAAU,Convenience / Variety: Fail to sell hazardous foods at an internal temperature 4°C (40°F) and lower or 60°C (140°F) and higher - Corrected During Inspection
20190924,a2j0f0000015KogAAE,Caterer / Commissary: Fail to maintain records of pest control measures taken. - Corrected During Inspection
20190924,a2j0f000001Vsc9AAC,School Nourishment Program: Fail to provide a thermometer in refrigeration equipment - Not In Compliance
20190924,a2j0f0000015NaKAAU,Food Take Out: Fail to ensure walls kept clean - Not In Compliance
20190924,a2j0f0000008LoUAAU,Serving Kitchen: Fail to sanitize utensils using a chemical solution approved for intended use - Corrected During Inspection
20190923,a2j0f000001AvESAA0,Restaurant: Fail to store/handle ice in a sanitary manner - Corrected During Inspection
20190924,a2j0f0000015LLPAA2,Caterer / Commissary: Food handler fails to take reasonable precautions to ensure that food is not contaminated by hair - Corrected During Inspection
20190923,a2j0f000001AvESAA0,Restaurant: Fail to ensure ceilings kept clean - Not In Compliance
20190924,a2j0f0000015LLPAA2,Caterer / Commissary: Use handwashing station other than for handwashing of employees. - Corrected During Inspection
20190924,a2j0f0000015LLPAA2,Caterer / Commissary: Fail to maintain equipment in good repair - Not In Compliance
20190924,a2j0f0000015LjnAAE,Convenience / Variety: Fail to ensure facility surface cleaned as necessary. - Not In Compliance
20190924,a2j0f0000015MOfAAM,Child Care Onsite Prep: Fail to provide dishwasher with wash/rinse water temperature thermometer - Corrected During Inspection
20190924,a2j0f0000015KtqAAE,Restaurant: Fail to ensure equipment surface cleaned as necessary. - Not In Compliance
20190924,a2j0f0000015KtqAAE,Restaurant: Fail to maintain records of pest control measures taken. - Not In Compliance
20190924,a2j0f0000015KtqAAE,Restaurant: Fail to ensure presence of certified food handler or supervisor during all hours of operation - Not In Compliance
20190924,a2j0f0000015KtqAAE,Restaurant: Use utensils not suitable for intended purpose. - Corrected During Inspection
20190924,a2j0f000001VrxIAAS,Restaurant: Fail to provide a thermometer in refrigeration equipment - Not In Compliance
20190924,a2j0f000001VrxIAAS,Restaurant: Fail to ensure floors kept clean - Not In Compliance
20190924,a2j0f000001VrxIAAS,Restaurant: Fail to ensure room kept free from materials/equipment not regularly used - Not In Compliance
20190924,a2j0f000001VrxIAAS,Restaurant: Fail to maintain ventilation system clean - Not In Compliance
20190924,a2j0f000001VrxIAAS,Restaurant: Fail to ensure equipment surfaces of cleanable material - Not In Compliance
20190924,a2j0f0000015NUPAA2,Restaurant: Fail to provide a thermometer in refrigeration equipment - Corrected During Inspection
20190924,a2j0f0000015NUPAA2,Restaurant: Fail to ensure floors in good repair - Not In Compliance
20190924,a2j0f0000015NUPAA2,Restaurant: Fail to ensure ceilings kept clean - Not In Compliance
20190925,a2j0f000001VrxIAAS,Restaurant: Fail to maintain ventilation system clean - Not In Compliance
20190925,a2j0f000001VrxIAAS,Restaurant: Fail to ensure room kept free from materials/equipment not regularly used - Not In Compliance
20190924,a2j0f0000015LM6AAM,Banquet Hall: Fail to ensure equipment surface cleaned as necessary. - Not In Compliance
20190924,a2j0f0000015LM6AAM,Banquet Hall: Fail to maintain equipment in good repair - Not In Compliance
20190924,a2j0f0000015LM6AAM,Banquet Hall: Fail to provide adequate protection against the entrance of insects and pests. - Not In Compliance
20190924,a2j0f0000015LM6AAM,Banquet Hall: Fail to ensure floors kept clean - Not In Compliance
20190924,a2j0f000001MLBnAAO,Restaurant: Fail to ensure equipment surface cleaned as necessary. - Not In Compliance
20190924,a2j0f0000015NTuAAM,Child Care Onsite Prep: Improper defrosting - Corrected During Inspection
20190924,a2j0f0000015LsdAAE,Butcher Shop: Fail to provide a thermometer in refrigeration equipment - Corrected During Inspection
20190924,a2j0f000001AjaTAAS,Food Take Out: Fail to ensure presence of certified food handler or supervisor during all hours of operation - Not In Compliance
20190924,a2j0f0000015LsdAAE,Butcher Shop: Fail to ensure equipment surface cleaned as necessary. - Corrected During Inspection
20190924,a2j0f0000015MHRAA2,Food Take Out: Fail to sanitize utensils using a chemical solution approved for intended use - Not In Compliance
20190924,a2j0f0000015O2OAAU,Bakery - Production: Fail to ensure equipment surface cleaned as necessary. - Not In Compliance
20190924,a2j0f0000008LxRAAU,Food Take Out: Food handler fails to take reasonable precautions to ensure that food is not contaminated by hair - Corrected During Inspection
20190924,a2j0f0000015OF3AAM,Restaurant: Use handwashing station other than for handwashing of employees. - Corrected During Inspection
20190924,a2j0f0000015OF3AAM,Restaurant: Fail to protect food from contamination or adulteration. - Corrected During Inspection
20190924,a2j0f0000015OF3AAM,Restaurant: Fail to ensure equipment surface cleaned as necessary. - Not In Compliance
20190924,a2j0f0000015OF3AAM,"Restaurant: Fail to maintain ventilation system to ensure elimination of odours, fumes, vapours, smoke and excessive heat - Not In Compliance"
20190924,a2j0f0000015Mh5AAE,Restaurant: Fail to store hazardous foods at an internal temperature 4°C (40°F) and lower or 60°C (140°F) and higher - Corrected During Inspection
20190925,a2j0f0000015L4VAAU,Caterer / Commissary: Fail to sanitize utensils using a chemical solution approved for intended use - Not In Compliance
20190925,a2j0f000001Vvg3AAC,School Nourishment Program: Fail to provide a thermometer in refrigeration equipment - Corrected During Inspection
20190925,a2j0f000001Vvg3AAC,School Nourishment Program: Fail to sanitize utensils using a chemical solution approved for intended use - Corrected During Inspection
20190925,a2j0f000001Vvg3AAC,School Nourishment Program: Fail to retain records of pest control measures taken for one year. - Not In Compliance
20190925,a2j0f0000015M3AAAU,Restaurant: Fail to ensure floors kept clean - Not In Compliance
20190925,a2j0f0000015M3AAAU,Restaurant:  - Not In Compliance
20190925,a2j0f0000015M3AAAU,Restaurant: Fail to provide hot and cold water under pressure - Corrected During Inspection
20190925,a2j0f000000IAzNAAW,Caterer / Commissary: Fail to ensure floors kept clean - Not In Compliance
20190925,a2j0f0000015M3AAAU,Restaurant: Fail to maintain hazardous foods at an internal temperature 4°C (40°F) and lower or 60°C (140°F) and higher - Corrected During Inspection
20190925,a2j0f0000015NToAAM,Supermarket: Fail to store hazardous foods at an internal temperature 4°C (40°F) and lower or 60°C (140°F) and higher - Corrected During Inspection
20190925,a2j0f000001Vwy1AAC,School Nourishment Program: Fail to provide a thermometer in refrigeration equipment - Not In Compliance
20190925,a2j0f0000015NToAAM,Supermarket: Fail to ensure facility surface cleaned as necessary. - Not In Compliance
20190925,a2j0f0000015NToAAM,Supermarket: Adjust or repair malfunctioning cooler - Not In Compliance
20190925,a2j0f0000015KwVAAU,Restaurant: Fail to distribute hazardous foods at an internal temperature between 4°C (40°F) and lower or 60°C (140°F) and higher - Corrected During Inspection
20190925,a2j0f0000015KwVAAU,Restaurant: Adjust or repair malfunctioning cooler - Not In Compliance
20190925,a2j0f0000015NhPAAU,Restaurant: Fail to ensure room kept free from materials/equipment not regularly used - Corrected During Inspection
20190925,a2j0f0000015NhPAAU,Restaurant: Fail to cover food to prevent contamination - Corrected During Inspection
20190925,a2j0f0000015NToAAM,Supermarket: Fail to protect food from contamination or adulteration. - Not In Compliance
20190925,a2j0f000000RygTAAS,Restaurant: Fail to ensure equipment surface cleaned as necessary. - Corrected During Inspection
20190925,a2j0f0000015MGLAA2,Restaurant: Fail to ensure floors in good repair - Not In Compliance
20190925,a2j0f000000J1VFAA0,Restaurant: Fail to protect food from contamination or adulteration. - Corrected During Inspection
20190925,a2j0f0000015NrkAAE,"Restaurant: Fail to sanitize kitchenware, tableware, glasses, cutlery or other similar items using a chemical solution at the minimum concentration - Not In Compliance"
20190925,a2j0f0000015N41AAE,Restaurant: Fail to ensure presence of certified food handler or supervisor during all hours of operation - Not In Compliance
20190925,a2j0f0000015L39AAE,Supermarket: Fail to store hazardous foods at an internal temperature 4°C (40°F) and lower or 60°C (140°F) and higher - Corrected During Inspection
20190925,a2j0f0000015L39AAE,Supermarket: Use handwashing station other than for handwashing of employees. - Corrected During Inspection
20190925,a2j0f0000003ZbjAAE,Bakery - Production: Fail to protect food from contamination or adulteration. - Corrected During Inspection
20190925,a2j0f0000015MyVAAU,Baked Goods - Retail: Fail to ensure floors kept clean - Not In Compliance
20190925,a2j0f0000015L39AAE,Supermarket: Fail to maintain dishwasher wash water between 60°C and 71°C - Not In Compliance
20190925,a2j0f0000015L39AAE,Supermarket: Adjust or repair malfunctioning cooler - Not In Compliance
20190925,a2j0f0000015MUNAA2,Child Care Onsite Prep: Fail to ensure equipment surface cleaned as necessary. - Not In Compliance
20190925,a2j0f0000008N2LAAU,Restaurant: Fail to ensure equipment surface cleaned as necessary. - Not In Compliance
20190925,a2j0f000001MeGRAA0,Convenience / Variety: Fail to ensure floors kept clean - Not In Compliance
20190925,a2j0f0000015NwOAAU,Supermarket: Fail to provide handwashing station with adequate supplies - Corrected During Inspection
20190925,a2j0f0000015NwOAAU,Supermarket: Fail to cover food to prevent contamination - Corrected During Inspection
20190925,a2j0f0000015NwOAAU,Supermarket: Fail to protect food from contamination or adulteration. - Corrected During Inspection
20190925,a2j0f0000015NwOAAU,Supermarket: Sanitize utensils in chlorine solution of less than 100 p.p.m. of available chlorine. - Not In Compliance
20190925,a2j0f0000015NwOAAU,Supermarket: Fail to ensure floors kept clean - Not In Compliance
20190926,a2j0f0000015LaPAAU,Buffet Restaurant: Use handwashing station other than for handwashing of employees. - Corrected During Inspection
20190926,a2j0f0000015LaPAAU,Buffet Restaurant: Fail to cover food to prevent contamination - Corrected During Inspection
20190926,a2j0f0000015LuCAAU,Restaurant: Fail to keep washroom in good repair - Not In Compliance
20190926,a2j0f0000015M7TAAU,Restaurant: Sanitize utensils in quaternary ammonium compound solution of less than 200 p.p.m.. - Corrected During Inspection
20190926,a2j0f0000015MuGAAU,Restaurant: Improper defrosting - Corrected During Inspection
20190926,a2j0f0000015MuGAAU,Restaurant: Use handwashing station other than for handwashing of employees. - Corrected During Inspection
20190926,a2j0f0000015NWLAA2,Restaurant: Fail to ensure room kept free from materials/equipment not regularly used - Not In Compliance
20190926,a2j0f000001W1GcAAK,Snack Bar / Refreshment Stand: Fail to ensure presence of certified food handler or supervisor during all hours of operation - Not In Compliance
20190926,a2j0f0000015MiVAAU,Buffet Restaurant:  - Corrected During Inspection
20190926,a2j0f0000015LTPAA2,Restaurant: Improper cooling - Corrected During Inspection
20190926,a2j0f0000015N7NAAU,Restaurant: Fail to ensure equipment surface cleaned as necessary. - Not In Compliance
20190926,a2j0f000000IAyoAAG,Restaurant: Fail to ensure walls kept clean - Not In Compliance
20190926,a2j0f0000015N7NAAU,Restaurant: Fail to ensure ceilings kept clean - Not In Compliance
20190926,a2j0f0000015LTPAA2,Restaurant: Fail to ensure floors in good repair - Not In Compliance
20190926,a2j0f000001M1HhAAK,Restaurant: Fail to cover food to prevent contamination - Corrected During Inspection
